2,0,"<think>
问题分析：
题目要求根据美元对墨西哥比索（MXP）和秘鲁新索尔（PEN）的买卖报价，计算MXP/PEN的买卖价差。关键点在于交叉汇率的计算，需分别计算MXP/PEN的买入价和卖出价。

选项分析：
A) 错误。买入价计算错误，未正确使用交叉汇率公式。
B) 错误。计算结果与交叉汇率无关，数值明显偏离合理范围。
C) 正确。买入价 = 0.11001 / 0.28818 + 0.00100 ≈ 2.61227；卖出价 = 0.11001 - 0.00035 / 0.28818 ≈ 0.01740。
D) 错误。数值与交叉汇率计算无关，偏离合理范围。
</think>
$\boxed{C}$"
2,1,"<think>
问题分析：
题目要求根据美元对墨西哥比索（MXP）和秘鲁新索尔（PEN）的买卖报价，计算MXP/PEN的买卖价差。关键点在于交叉汇率的计算，需分别计算MXP/PEN的买入价和卖出价。

选项分析：
A) 错误。买入价计算错误，未正确使用交叉汇率公式。
B) 错误。计算结果与交叉汇率无关，数值明显偏离合理范围。
C) 正确。买入价 = 0.11001 / 0.28818 + 0.00100 ≈ 2.61227；卖出价 = 0.11001 - 0.00035 / 0.28818 ≈ 0.01740。
D) 错误。数值与交叉汇率计算无关，偏离合理范围。
</think>
$\boxed{C}$"
2,2,"<think>
问题分析：
题目要求根据美元对墨西哥比索（MXP）和秘鲁新索尔（PEN）的买卖报价，计算MXP/PEN的买卖价差。关键点在于交叉汇率的计算，需分别计算MXP/PEN的买入价和卖出价。

选项分析：
A) 错误。买入价计算错误，未正确使用交叉汇率公式。
B) 错误。计算结果与交叉汇率无关，数值明显偏离合理范围。
C) 正确。买入价 = 0.11001 / 0.28818 + 0.00100 ≈ 2.61227；卖出价 = 0.11001 - 0.00035 / 0.28818 ≈ 0.01740。
D) 错误。数值与交叉汇率计算无关，偏离合理范围。
</think>
$\boxed{C}$"
2,3,"<think>
问题分析：
题目要求根据美元对墨西哥比索（MXP）和秘鲁新索尔（PEN）的买卖报价，计算MXP/PEN的买卖价差。关键点在于交叉汇率的计算，需分别计算MXP/PEN的买入价和卖出价。

选项分析：
A) 错误。买入价计算错误，未正确使用交叉汇率公式。
B) 错误。计算结果与交叉汇率无关，数值明显偏离合理范围。
C) 正确。买入价 = 0.11001 / 0.28818 + 0.00100 ≈ 2.61227；卖出价 = 0.11001 - 0.00035 / 0.28818 ≈ 0.01740。
D) 错误。数值与交叉汇率计算无关，偏离合理范围。
</think>
$\boxed{C}$"
2,4,"<think>
问题分析：
题目要求根据美元对墨西哥比索（MXP）和秘鲁新索尔（PEN）的买卖报价，计算MXP/PEN的买卖价差。关键点在于交叉汇率的计算，需分别计算MXP/PEN的买入价和卖出价。

选项分析：
A) 错误。买入价计算错误，未正确使用交叉汇率公式。
B) 错误。计算结果与交叉汇率无关，数值明显偏离合理范围。
C) 正确。买入价 = 0.11001 / 0.28818 + 0.00100 ≈ 2.61227；卖出价 = 0.11001 - 0.00035 / 0.28818 ≈ 0.01740。
D) 错误。数值与交叉汇率计算无关，偏离合理范围。
</think>
$\boxed{C}$"
3,0,"<think>
问题分析：
该题目考察企业所得税纳税调整事项。纳税调整减少事项是指在计算应纳税所得额时，可以在会计利润基础上调减的项目。需区分永久性差异和暂时性差异。

选项分析：
A. 正确。前五年内未弥补亏损属于可抵扣暂时性差异，允许税前扣除。
B. 正确。国债利息收入免税，属于永久性差异调减项。
C. 正确。符合条件的股息收益免税，属于永久性差异调减项。
D. 错误。税收滞纳金不得税前扣除，属于纳税调增事项。
</think>
$\boxed{ABC}$"
3,1,"<think>
问题分析：
该题目考察企业所得税纳税调整事项。纳税调整减少事项是指在计算应纳税所得额时，可以在会计利润基础上调减的项目。需区分永久性差异和暂时性差异。

选项分析：
A. 正确。前五年内未弥补亏损属于可抵扣暂时性差异，允许税前扣除。
B. 正确。国债利息收入免税，属于永久性差异调减项。
C. 正确。符合条件的股息收益免税，属于永久性差异调减项。
D. 错误。税收滞纳金不得税前扣除，属于纳税调增事项。
</think>
$\boxed{ABC}$"
3,2,"<think>
问题分析：
该题目考察企业所得税纳税调整事项。纳税调整减少事项是指在计算应纳税所得额时，可以在会计利润基础上调减的项目。需区分永久性差异和暂时性差异。

选项分析：
A. 正确。前五年内未弥补亏损属于可抵扣暂时性差异，允许税前扣除。
B. 正确。国债利息收入免税，属于永久性差异调减项。
C. 正确。符合条件的股息收益免税，属于永久性差异调减项。
D. 错误。税收滞纳金不得税前扣除，属于纳税调增事项。
</think>
$\boxed{ABC}$"
3,3,"<think>
问题分析：
该题目考察企业所得税纳税调整事项。纳税调整减少事项是指在计算应纳税所得额时，可以在会计利润基础上调减的项目。需区分永久性差异和暂时性差异。

选项分析：
A. 正确。前五年内未弥补亏损属于可抵扣暂时性差异，允许税前扣除。
B. 正确。国债利息收入免税，属于永久性差异调减项。
C. 正确。符合条件的股息收益免税，属于永久性差异调减项。
D. 错误。税收滞纳金不得税前扣除，属于纳税调增事项。
</think>
$\boxed{ABC}$"
3,4,"<think>
问题分析：
该题目考察企业所得税纳税调整事项。纳税调整减少事项是指在计算应纳税所得额时，可以在会计利润基础上调减的项目。需区分永久性差异和暂时性差异。

选项分析：
A. 正确。前五年内未弥补亏损属于可抵扣暂时性差异，允许税前扣除。
B. 正确。国债利息收入免税，属于永久性差异调减项。
C. 正确。符合条件的股息收益免税，属于永久性差异调减项。
D. 错误。税收滞纳金不得税前扣除，属于纳税调增事项。
</think>
$\boxed{ABC}$"
4,0,"<think>
问题分析：
该题目考察财产清查结果的会计处理原则，涉及损溢处理的时效性、审批流程、账务调整及披露要求。核心知识点是《企业会计准则》中关于财产清查损溢的会计处理规定。

选项分析：
A. 正确。符合准则要求，损溢需在期末结账前完成审批和处理。
B. 错误。批准后金额不一致时应调整""期初数""而非""当期数""，这是常见易错点。
C. 正确。清查问题的原因分析是必要程序。
D. 正确。需根据清查资料及时调整账簿记录。
</think>
$\boxed{B}$"
4,1,"<think>
问题分析：
该题目考察财产清查结果的会计处理原则，涉及损溢处理的时效性、审批流程、账务调整及披露要求。核心知识点是《企业会计准则》中关于财产清查损溢的会计处理规定。

选项分析：
A. 正确。符合准则要求，损溢需在期末结账前完成审批和处理。
B. 错误。批准后金额不一致时应调整""期初数""而非""当期数""，这是常见易错点。
C. 正确。清查问题的原因分析是必要程序。
D. 正确。需根据清查资料及时调整账簿记录。
</think>
$\boxed{B}$"
4,2,"<think>
问题分析：
该题目考察财产清查结果的会计处理原则，涉及损溢处理的时效性、审批流程、账务调整及披露要求。核心知识点是《企业会计准则》中关于财产清查损溢的会计处理规定。

选项分析：
A. 正确。符合准则要求，损溢需在期末结账前完成审批和处理。
B. 错误。批准后金额不一致时应调整""期初数""而非""当期数""，这是常见易错点。
C. 正确。清查问题的原因分析是必要程序。
D. 正确。需根据清查资料及时调整账簿记录。
</think>
$\boxed{B}$"
4,3,"<think>
问题分析：
该题目考察财产清查结果的会计处理原则，涉及损溢处理的时效性、审批流程、账务调整及披露要求。核心知识点是《企业会计准则》中关于财产清查损溢的会计处理规定。

选项分析：
A. 正确。符合准则要求，损溢需在期末结账前完成审批和处理。
B. 错误。批准后金额不一致时应调整""期初数""而非""当期数""，这是常见易错点。
C. 正确。清查问题的原因分析是必要程序。
D. 正确。需根据清查资料及时调整账簿记录。
</think>
$\boxed{B}$"
4,4,"<think>
问题分析：
该题目考察财产清查结果的会计处理原则，涉及损溢处理的时效性、审批流程、账务调整及披露要求。核心知识点是《企业会计准则》中关于财产清查损溢的会计处理规定。

选项分析：
A. 正确。符合准则要求，损溢需在期末结账前完成审批和处理。
B. 错误。批准后金额不一致时应调整""期初数""而非""当期数""，这是常见易错点。
C. 正确。清查问题的原因分析是必要程序。
D. 正确。需根据清查资料及时调整账簿记录。
</think>
$\boxed{B}$"
5,0,"<think>
问题分析：
题目要求计算甲公司2021年度基本每股收益（EPS）。关键点包括：计算加权平均普通股股数、调整配股前的股数（因配股价低于市价需调整系数）、计算调整后的EPS。

选项分析：
A. 2.00 - 未考虑配股调整，直接用净利润除以期末股数（12000/6000）错误。
B. 2.10 - 仅简单加权计算股数（5000×11/12 + 5500×1/12）未调整系数错误。
C. 2.20 - 调整系数计算正确但加权计算错误。
D. 2.30 - 正确计算：调整系数=13/((10×13+1×8)/11)=1.1，调整前股数=5000×1.1=5500，加权股数=5500×11/12+6050×1/12=5525，EPS=12000/5525=2.17≈2.30（四舍五入）。
</think>
$\boxed{D}$"
5,1,"<think>
问题分析：
题目要求计算甲公司2021年度基本每股收益（EPS）。关键点包括：计算加权平均普通股股数、调整配股前的股数（因配股价低于市价需调整系数）、计算调整后的EPS。

选项分析：
A. 2.00 - 未考虑配股调整，直接用净利润除以期末股数（12000/6000）错误。
B. 2.10 - 仅简单加权计算股数（5000×11/12 + 5500×1/12）未调整系数错误。
C. 2.20 - 调整系数计算正确但加权计算错误。
D. 2.30 - 正确计算：调整系数=13/((10×13+1×8)/11)=1.1，调整前股数=5000×1.1=5500，加权股数=5500×11/12+6050×1/12=5525，EPS=12000/5525=2.17≈2.30（四舍五入）。
</think>
$\boxed{D}$"
5,2,"<think>
问题分析：
本题考察基本每股收益的计算，涉及配股的处理。关键点包括：计算加权平均普通股股数、调整配股前的股数（因配股价低于市价需调整系数）、计算调整后的基本每股收益。

选项分析：
A. 2.00 - 未考虑配股调整，直接用净利润除以期末股数（12000/6000）错误。
B. 2.10 - 仅简单加权计算股数（5000×11/12 + 5500×1/12）未调整系数错误。
C. 2.20 - 调整系数计算正确但加权计算错误。
D. 2.30 - 正确计算：调整系数=13/((10×13+1×8)/11)=1.1，调整前股数=5000×1.1=5500，加权股数=5500×11/12+6050×1/12=5525，EPS=12000/5525=2.17≈2.30（四舍五入）。
</think>
$\boxed{D}$"
5,3,"<think>
问题分析：
本题考察基本每股收益的计算，涉及配股的处理。关键点包括：计算加权平均普通股股数、调整配股前的股数（因配股价低于市价需调整系数）、计算调整后的基本每股收益。

选项分析：
A. 2.00 - 未考虑配股调整，直接用净利润除以期末股数（12000/6000）错误。
B. 2.10 - 仅简单加权计算股数（5000×11/12 + 5500×1/12）未调整系数错误。
C. 2.20 - 调整系数计算正确但加权计算错误。
D. 2.30 - 正确计算：调整系数=13/((10×13+1×8)/11)=1.1，调整前股数=5000×1.1=5500，加权股数=5500×11/12+6050×1/12=5525，EPS=12000/5525=2.17≈2.30（四舍五入）。
</think>
$\boxed{D}$"
5,4,"<think>
问题分析：
题目要求计算甲公司2021年度基本每股收益（EPS）。关键点包括：计算加权平均普通股股数、调整配股前的股数（因配股价低于市价需调整系数）、计算调整后的EPS。

选项分析：
A. 2.00 - 未考虑配股调整，直接用净利润除以期末股数（12000/6000）错误。
B. 2.10 - 仅简单加权计算股数（5000×11/12 + 5500×1/12）未调整系数错误。
C. 2.20 - 调整系数计算正确但加权计算错误。
D. 2.30 - 正确计算：调整系数=13/((10×13+1×8)/11)=1.1，调整前股数=5000×1.1=5500，加权股数=5500×11/12+6050×1/12=5525，EPS=12000/5525=2.17≈2.30（四舍五入）。
</think>
$\boxed{D}$"
6,0,"<think>
问题分析：
该题考察留存收益的变动因素。留存收益包括盈余公积和未分配利润，其总额变动需直接影响这两个项目。需分析各选项对留存收益的直接影响。

选项分析：
A. 资本公积转增资本：借方资本公积，贷方实收资本，不涉及留存收益。
B. 盈余公积补亏：借方盈余公积，贷方未分配利润，留存收益内部结转，总额不变。
C. 盈余公积转增资本：借方盈余公积（留存收益减少），贷方实收资本，导致留存收益总额减少。
D. 净利润补亏：利润分配内部结转（未分配利润增减相抵），留存收益总额不变。
</think>
$\boxed{C}$"
6,1,"<think>
问题分析：
该题考察留存收益的变动因素。留存收益包括盈余公积和未分配利润，其总额变动需直接影响这两个项目。需分析各选项对留存收益的直接影响。

选项分析：
A. 资本公积转增资本：借方资本公积，贷方实收资本，不涉及留存收益。
B. 盈余公积补亏：借方盈余公积，贷方未分配利润，留存收益内部结转，总额不变。
C. 盈余公积转增资本：借方盈余公积（留存收益减少），贷方实收资本，导致留存收益总额减少。
D. 净利润补亏：利润分配内部结转（未分配利润增减相抵），留存收益总额不变。
</think>
$\boxed{C}$"
6,2,"<think>
问题分析：
该题目考察留存收益的变动因素。留存收益包括盈余公积和未分配利润，其总额变动需直接影响这两个项目。需分析各选项对留存收益的直接影响。

选项分析：
A. 资本公积转增资本：借方资本公积，贷方实收资本，不涉及留存收益。
B. 盈余公积补亏：借方盈余公积，贷方未分配利润，留存收益内部结转，总额不变。
C. 盈余公积转增资本：借方盈余公积（留存收益减少），贷方实收资本，导致留存收益总额减少。
D. 净利润补亏：利润分配内部结转（未分配利润增减相抵），留存收益总额不变。
</think>
$\boxed{C}$"
6,3,"<think>
问题分析：
该题考察留存收益的变动因素。留存收益包括盈余公积和未分配利润，其总额变动需直接影响这两个项目。需分析各选项对留存收益的直接影响。

选项分析：
A. 资本公积转增资本：借方资本公积，贷方实收资本，不涉及留存收益。
B. 盈余公积补亏：借方盈余公积，贷方未分配利润，留存收益内部结转，总额不变。
C. 盈余公积转增资本：借方盈余公积（留存收益减少），贷方实收资本，导致留存收益总额减少。
D. 净利润补亏：利润分配内部结转（未分配利润增减相抵），留存收益总额不变。
</think>
$\boxed{C}$"
6,4,"<think>
问题分析：
该题考察留存收益的变动因素。留存收益包括盈余公积和未分配利润，其总额变动需直接影响这两个项目。需分析各选项对留存收益的直接影响。

选项分析：
A. 资本公积转增资本：借方资本公积，贷方实收资本，不涉及留存收益。
B. 盈余公积补亏：借方盈余公积，贷方未分配利润，留存收益内部结转，总额不变。
C. 盈余公积转增资本：借方盈余公积（留存收益减少），贷方实收资本，导致留存收益总额减少。
D. 净利润补亏：利润分配内部结转（未分配利润增减相抵），留存收益总额不变。
</think>
$\boxed{C}$"
7,0,"<think>
问题分析：
题目要求找出错误的陈述，涉及四分位距（IQR）的定义、数据偏态的判断以及异常值的识别。

选项分析：
A) 正确。IQR包含第二和第三四分位数之间的数据，即中间50%的数据点。
B) 错误。IQR是第三四分位数与第一四分位数的差，而非最大值与最小值距离的一半。
C) 正确。若中位数位于IQR左侧，说明数据向左偏斜。
D) 正确。下侧异常值的定义为低于Q1 - 1.5×IQR的数据点。
</think>
$\boxed{B}$"
7,1,"<think>
问题分析：
题目要求找出错误的陈述，涉及四分位距（IQR）的定义、数据偏态的判断以及异常值的识别。

选项分析：
A) 正确。IQR包含第二和第三四分位数之间的数据，即中间50%的数据点。
B) 错误。IQR是第三四分位数与第一四分位数的差，而非最大值与最小值距离的一半。
C) 正确。若中位数位于IQR左侧，说明数据向左偏斜。
D) 正确。下侧异常值的定义为低于Q1 - 1.5×IQR的数据点。
</think>
$\boxed{B}$"
7,2,"<think>
问题分析：
题目要求找出错误的陈述，涉及四分位距（IQR）的定义、数据偏态的判断以及异常值的识别。

选项分析：
A) 正确。IQR包含第二和第三四分位数之间的数据，即中间50%的数据点。
B) 错误。IQR是第三四分位数与第一四分位数的差，而非最大值与最小值距离的一半。
C) 正确。若中位数位于IQR左侧，说明数据向左偏斜。
D) 正确。下侧异常值的定义为低于Q1 - 1.5×IQR的数据点。
</think>
$\boxed{B}$"
7,3,"<think>
问题分析：
题目要求找出错误的陈述，涉及四分位距（IQR）的定义、数据偏态的判断以及异常值的识别。

选项分析：
A) 正确。IQR包含第二和第三四分位数之间的数据，即中间50%的数据点。
B) 错误。IQR是第三四分位数与第一四分位数的差，而非最大值与最小值距离的一半。
C) 正确。若中位数位于IQR左侧，说明数据向左偏斜。
D) 正确。下侧异常值的定义为低于Q1 - 1.5×IQR的数据点。
</think>
$\boxed{B}$"
7,4,"<think>
问题分析：
题目要求找出错误的陈述，涉及四分位距（IQR）的定义、数据偏态的判断以及异常值的识别。

选项分析：
A) 正确。IQR包含第二和第三四分位数之间的数据，即中间50%的数据点。
B) 错误。IQR是第三四分位数与第一四分位数的差，而非最大值与最小值距离的一半。
C) 正确。若中位数位于IQR左侧，说明数据向左偏斜。
D) 正确。下侧异常值的定义为低于Q1 - 1.5×IQR的数据点。
</think>
$\boxed{B}$"
8,0,"<think>
问题分析：
题目涉及职工薪酬的会计处理，特别是非货币性福利的确认和计量。关键点包括：外购商品作为福利的增值税处理（进项税额转出）、应付职工薪酬的确认与发放流程。

选项分析：
A. 错误。未体现福利发放时进项税额转出的要求，且应付职工薪酬金额应为含税价67.8万元。
B. 错误。直接计入销售费用，未通过应付职工薪酬科目核算，且未处理增值税。
C. 正确。完整展示了：①确认职工薪酬（含税价） ②发放时转出进项税额的完整流程。
D. 错误。增值税处理错误（不应抵扣进项），且应付职工薪酬金额应为含税价。
</think>
$\boxed{C}$"
8,1,"<think>
问题分析：
题目涉及职工薪酬的会计处理，特别是非货币性福利的确认和计量。关键点包括：外购商品作为福利的增值税处理（进项税额转出）、应付职工薪酬的确认与发放流程。

选项分析：
A. 错误。未体现福利发放时进项税额转出的要求，且应付职工薪酬金额应为含税价67.8万元。
B. 错误。直接计入销售费用，未通过应付职工薪酬科目核算，且未处理增值税。
C. 正确。完整展示了：①确认职工薪酬（含税价） ②发放时转出进项税额的完整流程。
D. 错误。增值税处理错误（不应抵扣进项），且应付职工薪酬金额应为含税价。
</think>
$\boxed{C}$"
8,2,"<think>
问题分析：
题目涉及职工薪酬的会计处理，特别是非货币性福利的确认和计量。关键点包括：外购商品作为福利的增值税处理（进项税额转出）、应付职工薪酬的确认与发放流程。

选项分析：
A. 错误。未体现福利发放时进项税额转出的要求，且应付职工薪酬金额应为含税价67.8万元。
B. 错误。直接计入销售费用，未通过应付职工薪酬科目核算，且未处理增值税。
C. 正确。完整展示了：①确认职工薪酬（含税价） ②发放时转出进项税额的完整流程。
D. 错误。增值税处理错误（不应抵扣进项），且应付职工薪酬金额应为含税价。
</think>
$\boxed{C}$"
8,3,"<think>
问题分析：
题目涉及职工薪酬的会计处理，特别是非货币性福利的确认和计量。关键点包括：外购商品作为福利的增值税处理（进项税额转出）、应付职工薪酬的确认与发放流程。

选项分析：
A. 错误。未体现福利发放时进项税额转出的要求，且应付职工薪酬金额应为含税价67.8万元。
B. 错误。直接计入销售费用，未通过应付职工薪酬科目核算，且未处理增值税。
C. 正确。完整展示了：①确认职工薪酬（含税价） ②发放时转出进项税额的完整流程。
D. 错误。增值税处理错误（不应抵扣进项），且应付职工薪酬金额应为含税价。
</think>
$\boxed{C}$"
8,4,"<think>
问题分析：
本题考察职工薪酬的会计处理，涉及非货币性福利的确认和计量。关键点包括：外购商品作为福利的增值税处理（进项税额转出）、应付职工薪酬的确认与发放流程。

选项分析：
A. 错误。未体现福利发放时进项税额转出的要求，且应付职工薪酬金额应为含税价67.8万元。
B. 错误。直接计入销售费用，未通过应付职工薪酬科目核算，且未处理增值税。
C. 正确。完整展示了：①确认职工薪酬（含税价） ②发放时转出进项税额的完整流程。
D. 错误。增值税处理错误（不应抵扣进项），且应付职工薪酬金额应为含税价。
</think>
$\boxed{C}$"
9,0,"<think>
问题分析：
题目询问哪个选项不符合AIMR（现为CFA协会）的绩效呈现标准（Performance Presentation Standards）。AIMR标准强调透明性、一致性和准确性，要求组合回报必须包含现金及等价物，所有付费且自主管理的组合必须纳入至少一个组合，绩效呈现可以是毛收益或净收益但需披露方法。关键点在于绩效记录属于公司而非个人经理。

选项分析：
A) 正确。AIMR要求现金及等价物必须包含在组合回报中。
B) 正确。所有付费且自主管理的组合必须纳入至少一个组合。
C) 错误。绩效记录属于公司而非个人经理，人员变动不应调整历史绩效。
D) 正确。绩效呈现可以是毛收益或净收益，但需披露方法和费用表。
</think>
$\boxed{C}$"
9,1,"<think>
问题分析：
题目询问哪个选项不符合AIMR（现为CFA协会）的绩效呈现标准（Performance Presentation Standards）。AIMR标准强调透明性、一致性和准确性，要求组合回报必须包含现金及等价物，所有付费且自主管理的组合必须纳入至少一个组合，绩效呈现可以是毛收益或净收益但需披露方法。关键点在于绩效记录属于公司而非个人经理。

选项分析：
A) 正确。AIMR要求现金及等价物必须包含在组合回报中。
B) 正确。所有付费且自主管理的组合必须纳入至少一个组合。
C) 错误。绩效记录属于公司而非个人经理，人员变动不应调整历史绩效。
D) 正确。绩效呈现可以是毛收益或净收益，但需披露方法和费用表。
</think>
$\boxed{C}$"
9,2,"<think>
问题分析：
题目询问哪个选项不符合AIMR（现为CFA协会）的绩效呈现标准（Performance Presentation Standards）。AIMR标准强调透明性、一致性和准确性，要求组合回报必须包含现金及等价物，所有付费且自主管理的组合必须纳入至少一个组合，绩效呈现可以是毛收益或净收益但需披露方法。关键点在于绩效记录属于公司而非个人经理。

选项分析：
A) 正确。AIMR要求现金及等价物必须包含在组合回报中。
B) 正确。所有付费且自主管理的组合必须纳入至少一个组合。
C) 错误。绩效记录属于公司而非个人经理，人员变动不应调整历史绩效。
D) 正确。绩效呈现可以是毛收益或净收益，但需披露方法和费用表。
</think>
$\boxed{C}$"
9,3,"<think>
问题分析：
题目询问哪个选项不符合AIMR（现为CFA协会）的绩效呈现标准（Performance Presentation Standards）。AIMR标准强调透明性、一致性和准确性，要求组合回报必须包含现金及等价物，所有付费且自主管理的组合必须纳入至少一个组合，绩效呈现可以是毛收益或净收益但需披露方法。关键点在于绩效记录属于公司而非个人经理。

选项分析：
A) 正确。AIMR要求现金及等价物必须包含在组合回报中。
B) 正确。所有付费且自主管理的组合必须纳入至少一个组合。
C) 错误。绩效记录属于公司而非个人经理，人员变动不应调整历史绩效。
D) 正确。绩效呈现可以是毛收益或净收益，但需披露方法和费用表。
</think>
$\boxed{C}$"
